"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","state"
"2638",26947347,1102630169402109952,1551722492,"FLU_2Cold","@TannerKelly15 @WWERDream @WWE @espnW @Torrie11 Truth but as an in ring career goes she had far more success in WWE","Twitter for iPhone",67,1.10263e+18,8.89999e+17,"TannerKelly15",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""889998700747137025"", ""81622110"", ""7517222"", ""57333521"", ""35269664"")","c(""TannerKelly15"", ""WWERDream"", ""WWE"", ""espnW"", ""Torrie11"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1102630169402114049","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2639",26947347,1101177906129240064,1551376246,"FLU_2Cold","You ever had a random song come on and you see a picture of the person your with and be like “damn, I miss them so much” even thou you literally just saw them 2 hours ago😂😂😂. Shit this must be what love is","Twitter for iPhone",205,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1101177906129240065","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2640",26947347,1101239004442300032,1551390813,"FLU_2Cold","@rileycrawford31 Welp, that sucks. Guess your kidnapped🤷🏿‍♂️","Twitter for iPhone",43,1.10119e+18,2791951841,"rileycrawford31",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2791951841","rileycrawford31","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2cb954ccdc0dba5f.json","Dublin","Dublin, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.18921, -83.089352, -83.089352, -83.18921, 40.067746, 40.067746, 40.182801, 40.182801)","https://twitter.com/FLU_2Cold/status/1101239004442300416","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.1252735,-83.139281,"Ohio"
"2641",26947347,1102209959079670016,1551622306,"FLU_2Cold","And Golden Corral is next door. So tempted to go to there breakfast 😂😂😂","Twitter for iPhone",71,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1102209959079673864","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2642",26947347,1100934239942569984,1551318151,"FLU_2Cold","@ZiggyOfAk At all. They had so much potential thou. Age got the best of them","Twitter for iPhone",65,1.10093e+18,46741654,"ZiggyOfAk",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46741654","ZiggyOfAk","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2cb954ccdc0dba5f.json","Dublin","Dublin, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.18921, -83.089352, -83.089352, -83.18921, 40.067746, 40.067746, 40.182801, 40.182801)","https://twitter.com/FLU_2Cold/status/1100934239942574080","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.1252735,-83.139281,"Ohio"
"2644",26947347,1101682186850390016,1551496476,"FLU_2Cold","When should I order my st.patties day shirt🤔","Twitter for iPhone",44,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2cb954ccdc0dba5f.json","Dublin","Dublin, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.18921, -83.089352, -83.089352, -83.18921, 40.067746, 40.067746, 40.182801, 40.182801)","https://twitter.com/FLU_2Cold/status/1101682186850394112","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.1252735,-83.139281,"Ohio"
"2645",26947347,1100927114935740032,1551316453,"FLU_2Cold","16 bit next to my work has Mortal Kombat 4. Pit stop on the way home 👀🤷🏿‍♂️","Twitter for iPhone",75,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2cb954ccdc0dba5f.json","Dublin","Dublin, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.18921, -83.089352, -83.089352, -83.18921, 40.067746, 40.067746, 40.182801, 40.182801)","https://twitter.com/FLU_2Cold/status/1100927114935746562","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.1252735,-83.139281,"Ohio"
"2646",26947347,1101303807944850048,1551406263,"FLU_2Cold","New 2 Chainz album drops at midnight!?!?!?! Bruh😱🔥🔥🔥🔥🔥 I’m ready","Twitter for iPhone",64,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2cb954ccdc0dba5f.json","Dublin","Dublin, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.18921, -83.089352, -83.089352, -83.18921, 40.067746, 40.067746, 40.182801, 40.182801)","https://twitter.com/FLU_2Cold/status/1101303807944859648","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.1252735,-83.139281,"Ohio"
"2647",26947347,1102009273901600000,1551574459,"FLU_2Cold","@ProWrestlingMag This is the most unfair choice I’ve ever had to make🤯","Twitter for iPhone",53,1.10195e+18,1163427092,"ProWrestlingMag",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1163427092","ProWrestlingMag","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1102009273901608961","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2648",26947347,1101932772598390016,1551556220,"FLU_2Cold","Arms dead","Twitter for iPhone",9,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/07d9e3b936088002.json","LA Fitness","LA Fitness","poi","United States","US","c(NA, NA)","c(NA, NA)","c(-83.0879250284851, -83.0879250284851, -83.0879250284851, -83.0879250284851, 40.1692355746631, 40.1692355746631, 40.1692355746631, 40.1692355746631)","https://twitter.com/FLU_2Cold/status/1101932772598394880","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.16923557,-83.08792503,"Ohio"
"2649",26947347,1101520530644039936,1551457934,"FLU_2Cold","These Dead or Alive 6 reviews got me hype","Twitter for iPhone",41,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1101520530644049921","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2650",26947347,1102582809305200000,1551711201,"FLU_2Cold","Almost more then IT lol. Which is sad. IT is mu career. Fitness is my hobbie","Twitter for iPhone",76,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1102582809305206784","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2651",26947347,1101696484708409984,1551499885,"FLU_2Cold","I wanna go watch this game. Work is never gonna end🙃","Twitter for iPhone",52,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2cb954ccdc0dba5f.json","Dublin","Dublin, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.18921, -83.089352, -83.089352, -83.18921, 40.067746, 40.067746, 40.182801, 40.182801)","https://twitter.com/FLU_2Cold/status/1101696484708413440","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.1252735,-83.139281,"Ohio"
"2652",26947347,1102621434587810048,1551720410,"FLU_2Cold","@WWERDream @WWE @espnW @Torrie11 I think she does but I can agree with that. She should not be before say Molly Holly, Victoria, and Chyna. They were all WWE made","Twitter for iPhone",129,1.10262e+18,81622110,"WWERDream",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""81622110"", ""7517222"", ""57333521"", ""35269664"")","c(""WWERDream"", ""WWE"", ""espnW"", ""Torrie11"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1102621434587815936","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2653",26947347,1101161728702860032,1551372389,"FLU_2Cold","@IGN Of all time? Or we talking just this options","Twitter for iPhone",44,1.10116e+18,18927441,"IGN",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18927441","IGN","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/019057df2bbee4e5.json","Powell","Powell, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.139191, -83.031264, -83.031264, -83.139191, 40.137232, 40.137232, 40.217862, 40.217862)","https://twitter.com/FLU_2Cold/status/1101161728702861313","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.177547,-83.0852275,"Ohio"
"2654",26947347,1102207519915680000,1551621725,"FLU_2Cold","Kyrie And Lebron both having shit times with there new teams. Should have just stayed in Cleveland with love. But naw you happen to mess up a good thing🤷🏿‍♂️😂","Twitter for iPhone",158,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1102207519915683841","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2655",26947347,1100841268303800064,1551295985,"FLU_2Cold","I need this game https://t.co/QLJMaSjG9h","Twitter for iPhone",16,NA,NA,NA,TRUE,FALSE,1,0,NA,NA,"twitter.com/ign/status/110…","https://t.co/QLJMaSjG9h","https://twitter.com/ign/status/1100825487268401152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",1.10083e+18,"Nothing but respect for the ORIGINAL Pokemon Sword and Shield. https://t.co/qWvMsf5NNC",1551292223,"Twitter Web Client",8805,1487,18927441,"IGN","IGN",6982654,844,113265,"","We're all about video games, movies, TV, and comics!",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2cb954ccdc0dba5f.json","Dublin","Dublin, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.18921, -83.089352, -83.089352, -83.18921, 40.067746, 40.067746, 40.182801, 40.182801)","https://twitter.com/FLU_2Cold/status/1100841268303806464","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",40.1252735,-83.139281,"Ohio"
"2656",26947347,1100841072119500032,1551295938,"FLU_2Cold","I complained about my car so much and didn’t realize how blessed I am to even own a car until I was just without for 5 days","Twitter for iPhone",123,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/FLU_2Cold/status/1100841072119504897","Terence Fluellen","Columbus, OH","Like the McRib....I'm gone.. ..

Pedestrian life

Cavs, Falcons, n WWE

Gamer: Xbox one, Nintendo Switch 

Fitness Junkie 

 IG & SC: flu_2cold | GT: ThyKingFlu",NA,FALSE,456,714,11,28164,2103,1238127163,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/26947347/1520285476","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1060244914380984320/UcRs0sSP_normal.jpg",39.9946835,-82.98577205,"Ohio"
"2663",3072881386,1102629586175699968,1551722353,"mfishbein44","@DoctorOsty @AndyGraz_WFAN @Enric0Pallazz0 Maybe the flu.  During the first tv timeout in the 3rd period Casey was on the ice in front of the bench rolling and stretching out.  At first I thought his back tightened up but who knows.  He want to the room soon after that.","Twitter for iPhone",227,1.10262e+18,360643588,"DoctorOsty",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""360643588"", ""19569321"", ""140957964"")","c(""DoctorOsty"", ""AndyGraz_WFAN"", ""Enric0Pallazz0"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/96af18411a813391.json","North New Hyde Park","North New Hyde Park, NY","city","United States","US","c(NA, NA)","c(NA, NA)","c(-73.704385, -73.670972, -73.670972, -73.704385, 40.730235, 40.730235, 40.758275, 40.758275)","https://twitter.com/mfishbein44/status/1102629586175700993","No Sleep Till Elmont","Queens, NY","Pucks and Ponies",NA,FALSE,131,200,2,13496,6951,1425575496,FALSE,NA,NA,"en",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1080481610821189632/Ybp3AUt7_normal.jpg",40.744255,-73.6876785,"New York"
